Interface eth0 has index 2
downlink 6.610000 delivery 31 82
downlink 6.610000 delivery 31 82
downlink 6.610000 delivery 31 82
downlink 6.610000 delivery 31 82
downlink 6.610000 delivery 31 82
downlink 6.610000 delivery 31 82
downlink 6.610000 delivery 30 82
downlink 6.610000 delivery 30 82
downlink 6.610000 delivery 30 82
downlink 6.610000 delivery 30 82
downlink 6.610000 delivery 30 82
downlink 6.615000 limbodelivery 35 82
downlink 6.635000 delivery 29 82
downlink 6.635000 delivery 29 82
downlink 6.635000 delivery 29 82
downlink 6.635000 delivery 29 82
downlink 6.635000 delivery 29 82
downlink 6.635000 delivery 28 82
downlink 6.635000 delivery 28 82
downlink 6.635000 delivery 28 82
downlink 6.635000 delivery 28 82
downlink 6.635000 delivery 28 82
downlink 6.635000 delivery 28 82
downlink 6.635000 delivery 28 82
downlink 6.635000 delivery 28 82
downlink 6.635000 delivery 28 82
downlink 6.635000 delivery 28 82
downlink 6.635000 delivery 28 82
downlink 6.635000 delivery 28 82
downlink 6.668000 delivery 32 92
downlink 6.762000 delivery 29 82
downlink 6.762000 delivery 29 82
downlink 6.762000 delivery 29 82
downlink 6.762000 delivery 28 82
downlink 6.762000 delivery 28 82
downlink 6.762000 delivery 28 82
downlink 6.762000 delivery 28 82
downlink 6.762000 delivery 28 82
downlink 6.762000 delivery 28 82
downlink 6.762000 delivery 28 82
downlink 6.762000 delivery 28 82
downlink 6.762000 delivery 28 82
downlink 6.762000 delivery 28 82
downlink 6.762000 delivery 28 82
downlink 6.762000 delivery 28 82
downlink 6.762000 delivery 28 82
downlink 6.762000 delivery 28 82
downlink 6.786000 limbodelivery 52 82
downlink 6.786000 delivery 34 82
downlink 6.786000 delivery 34 82
downlink 6.786000 delivery 34 82
downlink 6.786000 delivery 34 82
downlink 6.786000 delivery 34 82
downlink 6.786000 delivery 34 82
downlink 6.786000 delivery 34 82
downlink 6.786000 delivery 34 82
downlink 6.786000 delivery 34 82
downlink 6.786000 delivery 34 82
downlink 6.786000 delivery 34 82
downlink 6.786000 delivery 34 82
downlink 6.786000 delivery 34 82
downlink 6.786000 delivery 34 82
downlink 6.786000 delivery 34 82
downlink 6.786000 delivery 34 82
downlink 6.786000 delivery 34 82
downlink 6.812000 delivery 28 60
uplink 6 0 / 74984 = 0.0 % 0 
downlink 6 27972 / 59136 = 47.3 % 25020 
downlink 6.907000 delivery 35 92
downlink 6.955000 delivery 48 82
downlink 6.955000 delivery 48 82
downlink 6.955000 delivery 48 82
downlink 6.955000 delivery 48 82
downlink 6.955000 delivery 48 82
downlink 6.955000 delivery 48 82
downlink 6.955000 delivery 48 82
downlink 6.955000 delivery 48 82
downlink 6.955000 delivery 48 82
downlink 6.955000 delivery 48 82
downlink 6.955000 delivery 48 82
downlink 6.955000 delivery 48 82
downlink 6.955000 delivery 48 82
downlink 6.955000 delivery 47 82
downlink 6.955000 delivery 47 82
downlink 6.955000 delivery 47 82
downlink 6.955000 delivery 47 82
